Entrez,605,606,695,696,1442,1444
1,0.39382,0.031020999999999996,0.21241999999999997,0.16816,0.06803300000000001,0.35636999999999996
2,0.92269,0.67676,-1.3398,-1.4705,-0.081743,0.27797
9,-0.61397,0.23310999999999998,0.73419,0.39545,-0.3029,-0.62885
10,-0.10604000000000001,-0.14768,-0.10515999999999999,-0.17097,-0.03595,-0.3795
12,-0.68543,2.8225,-2.7362,-0.22701,0.51177,-1.253
13,-0.23367,-0.042921,-0.075311,-0.1945,-0.18115,0.30763
14,-0.042464999999999996,-0.28133,-0.5402399999999999,0.89245,0.31233,0.28186
15,0.018892,0.53176,0.00065802,0.12233,0.19428,-0.80843
16,0.10282999999999999,-0.4078,-0.50856,0.68698,0.089172,0.69017
18,0.059837,-0.1328,-0.10397,1.5923,-0.23889000000000002,-0.029552999999999996
19,-0.047626999999999996,0.035574,-0.9596600000000001,-0.45251,0.027552999999999998,-0.30287
20,-0.01715,-0.18039000000000002,-0.7857,-0.32527,-0.15541,-0.14384
21,0.019047,-0.079678,-0.62773,1.2896,0.43606000000000006,0.20173
22,0.42586999999999997,0.12554,0.84725,-0.076395,-0.0062492,0.1061
23,-0.36651999999999996,-0.040842,-0.5130399999999999,0.20518000000000003,0.14078,0.45252
24,0.0032524,-0.044308999999999994,0.32406999999999997,-0.057004,0.032238,-0.056387
25,0.10542,-0.060908000000000004,-1.6577,1.0989,-0.64018,0.12214000000000001
26,-0.076066,-0.004824800000000001,3.3475,0.2697,-0.14708,-0.94949
27,-0.08257300000000001,0.21777,-0.30059,0.045204,0.15084,0.3088
28,-0.010931999999999999,0.19097999999999998,-0.16133,0.089317,-0.05976,-0.61661
29,0.82496,0.05361799999999999,-0.07535800000000001,0.76884,0.059466,-0.15219000000000002
30,-0.16654000000000002,0.11322,-0.17195,0.47722,0.38011999999999996,0.6461399999999999
31,0.0035383000000000003,-0.6976100000000001,-1.5327,0.8276,0.97035,1.5613
32,-0.50063,0.14055,0.23876,0.95016,-0.45638999999999996,-0.00049246
33,-1.0131,-0.0081495,-0.6532899999999999,0.86672,-0.37931,2.6061
