EntrezGene	Basal	LumA	LumB
57180.0	0.71833189105221	0.0099810704381048	-0.190551327982217
54443.0	0.537372300595531	-0.57924571615828	0.0988041789187431
573.0	-0.574506867003171	0.758221161127353	-0.405458622327578
596.0	-0.118760430362242	0.287487439627067	-0.44133949784535
332.0	0.300488641307438	-0.881434366334594	0.603850776734403
644.0	-0.642677513396256	0.0420420167875037	0.691204961687021
891.0	0.19120814323335	-0.491662113750233	0.503176357566503
898.0	0.5602710279181	-0.430291227412725	-0.016661429525915
991.0	0.399695241707236	-0.469044010265104	-0.0704124657384466
990.0	0.159418279239843	-0.61282430546711	0.510895969130001
83540.0	0.472400167554248	-0.712520818851019	0.589626882663298
1001.0	0.508362012467715	-0.513649344383634	-1.41913443744317
1063.0	0.482976287851816	-0.54374023405061	0.2782285563933
55165.0	0.567748893765426	-0.746721735125358	0.460015762468336
51523.0	-0.92038581344894	0.467411570831134	0.321335019875456
1956.0	-0.0304168492933523	0.00916296285683097	-0.412401259011741
2064.0	-0.808353979685898	0.608191264034737	0.159651873930408
2099.0	-2.74651308572764	2.16141188167927	1.60589991409782
9156.0	0.42809035571695	-0.567474505364458	0.141241281899209
2264.0	-0.271238025272568	0.17081192451271	-0.247036037777853
3169.0	-2.62694672123675	1.0174574205457	0.360757794789733
2296.0	1.49045147226633	-0.174957960004945	-1.56485496402643
26996.0	-1.05497467201534	0.685489972807875	0.714407601174597
2886.0	-0.27612858579261	0.0415689860888212	0.0877508871181497
11004.0	0.203572580112815	-0.505394668119272	-0.18289071282855
10403.0	0.600356166736404	-0.58822098932071	0.386706843524287
3861.0	0.0968267225951578	0.36837594328672	-0.639446965945955
3872.0	0.482565528200505	0.0142098620606827	-1.46374293365444
3852.0	0.506640416426025	0.21532006797396	-0.911607270494262
4137.0	-0.42582927334418	0.700622717588887	-0.19034057442467
4193.0	-0.251366205388229	0.14195743045339	-0.133779036556646
9833.0	0.523033872432266	-0.58208810796246	0.447934629706117
8190.0	1.57827636824347	-0.165258584299697	-1.42292626721177
4288.0	0.476537447819512	-0.501871622444359	-0.145217867594777
79083.0	-0.339972458833524	0.339304417889105	-0.456149914938842
4320.0	-0.556037671980059	-0.00625509011475386	0.33419930855919
4605.0	0.389893451959192	-0.84356993132705	0.467281990134531
4609.0	0.178763812453212	-0.090830821420967	0.0152643973204342
9.0	-0.936848945968056	2.92278679191125	0.47078804194848
23594.0	0.216304796525868	-0.352220666898442	0.110627650250106
5241.0	-0.429133388609156	0.445785002691586	-0.448839843849832
26227.0	0.634518869785175	-0.398682233972277	-1.0301393182175
9232.0	0.264131894483995	-0.634468270258443	0.24972528073098
6241.0	0.156204675747248	-0.950760200359295	0.350663839755693
6422.0	0.98798845910263	0.131566363888596	-1.72045826151304
25800.0	-1.05112505157325	2.06145907498356	1.65330302214459
120224.0	-1.10945818050443	0.446242044594737	0.375688226418575
7298.0	0.449800897311564	-0.644602075052837	0.492606521200551
11065.0	0.218534146535747	-0.519818399226962	0.292799305558851
29089.0	0.389908898288675	-0.539259390713988	0.738952133209629
